id,catergory,name-en,name-zh-hk,address-en,address-zh-hk,phone-number,fax-number,url-en,locations_Id
771,shopping-malls, Ocean Terminal , 海運大廈 ," 3 Canton Road, Tsim Sha Tsui ", 尖沙咀廣東道 ,21188666,,www.harbourcity.com.hk,23
769,shopping-malls, Ocean Centre , 海洋中心 ," 3 Canton Road, Tsim Sha Tsui ", 尖沙咀廣東道 ,21188666,,www.harbourcity.com.hk,24
768,shopping-malls, New World Centre , 新世界中心 ," 20 Salisbury Road, Tsim Sha Tsui ", 尖沙咀梳士巴利道20號 ,27348800,23695284,www.nwc.com.hk,25
767,shopping-malls, Miramar Shopping Centre , 美麗華商場 ," 132 Nathan Road, Tsim Sha Tsui ", 尖沙咀彌敦道132號 ,23155555,27225555,www.miramarshoppingcentre.com,26
766,shopping-malls," Metropolis, The ", 都會商場 ," 6 Metropolis Drive, Hung Hom ", 紅磡都會道 ,21210619,21210608,www.ckharcades.com/ck_eng/EAI/METROPOLIS/metropolis.htm,27
765,shopping-malls, MegaBox , MegaBox ," 38 Wang Chui Road, Kowloon Bay ", 九龍灣宏照道38號 ,29893000,,www.megabox.com.hk,28
764,shopping-malls, Langham Place , 朗豪坊 ," 555 Shanghai Street, Mongkok ", 旺角亞皆老街8號 ,35202800,,www.langhamplace.com.hk,29
763,shopping-malls, KCP , 九龍城廣場 ," 128 Carpenter Road, Kowloon City ", 九龍城賈炳達道128號 ,23833608,27180796,www.kcp.hk,30
762,shopping-malls, Harbour City , 海港城 ," 3 - 27 Canton Road, Tsim Sha Tsui ", 尖沙咀廣東道 ,21188666,,www.harbourcity.com.hk,31
761,shopping-malls, Grand Century Place , 新世紀廣場 ," 193 Prince Edward Rd. West, Mong Kok ", 旺角太子道西193號 ,23970790,23810365,place.com.hk,32
760,shopping-malls, Gateway Arcade , 港威商場 ," 3 - 27 Canton Road, Tsim Sha Tsui ", 尖沙咀廣東道 ,21188666,,www.harbourcity.com.hk,33
759,shopping-malls, Festival Walk , 又一城 ," 80 Tat Chee Avenue, Kowloon Tong ", 九龍塘達之路80號 ,28442222,22658112,www.festivalwalk.com,34
758,shopping-malls, Empire Centre , 帝國中心 ," 66 & 68 Mody Road, Tsim Sha Tsui ", 尖沙咀麼地道66-68號 ,27215489,,www.tsimshatsuicentre.com.hk/index_en.asp,35
757,shopping-malls, Elements , 圓方 ," 1 Austin Road West, Tsim Sha Tsui ", 尖沙咀柯士甸道西一號 ,27355234,,www.elementshk.com,36
756,shopping-malls, Dragon Center , 西九龍中心 ," 37K Yen Chow St, Shum Shui Po ", 深水埗欽州街37號K ,23603565,23605307,www.dragoncentre.com.hk,37
755,shopping-malls, China Hong Kong City , 中港城 ," 33 Canton Road, Tsim Sha Tsui ", 尖沙咀廣東道33號 ,27360222,31190338,www.chkc.com.hk,38
754,shopping-malls, APM , APM ," 418 Kwun Tong Rd, Kwun Tong ", 觀塘道418號創紀之城5期 ,22670500,22670055,www.apm-millenniumcity.com/,39
740,shopping-malls, Tuen Mun Town Plaza , 屯門市廣場 ," 1 Tuen Shun Street, ", 屯門屯順街1號 ,24507782,,www.tmtp.com.hk,43
739,shopping-malls, Skyplaza , 翔天廊 ,"\n1 Sky City Road East, Hong Kong International Airport\n", 大嶼山香港國際機場二號客運大樓 ,21833561,,www.hongkongairport.com,44
738,shopping-malls, New Town Plaza , 新城市廣場 ," 10 Shatin MainStreet, Shatin ", 沙田沙田正街10號 ,26995992,26931096,www.newtownplaza.com.hk,45
723,shopping-malls, Metroplaza , 新都會廣場 ," 223 Hing Fong Road, Kwai Fong, Tsuen Wan ", 葵芳興芳路223號 ,24296500,24181387,www.metroplaza.com.hk,46
722,shopping-malls, Metro City Phase II , 新都城II期 ," 8 Yan King Road, Tseung Kwan O ", 將軍澳欣景路8號 ,31943200,31943220,www.hld.com/english/property/locallease/arcade/kowloon/metroplz/index.htm,47
721,shopping-malls, Maritime Square , 青衣城 ," 33 Tsing King Road, Tsing Yi, N.T. ", 青衣青敬路33號 ,24499013,24490013,www.maritimesquare.com,48
720,shopping-malls, Hong Kong Gold Coast Piazza , 黃金海岸購物商場 ,"1/F Gold Coast Piazza, 1 Castle Peak Road, Castle Peak Bay", 屯門青山公路1號 ,24526566,24400115,www.goldcoastpiazza.com.hk,49
719,shopping-malls, HomeSquare , 新城市中央廣場 ," 138 Shatin Rural Committee Road, Shatin ", 沙田鄉事會路138號 ,26340666,,www.homesquare.com.hk,51
717,shopping-malls, East Point City , 東港城 ," 8 Chung Wa Road, Tseung Kwan O Town Centre ", 將軍澳重華路8號 ,27039346,27039371,www.eastpointcity.com.hk,52
716,shopping-malls, Discovery Park , 愉景新城 ," 398 Castle Peak Road, Tsuen Wan, NT ", 荃灣青山公路398號 ,29402228,29402890,www.discoverypark.com.hk,53
715,shopping-malls, Citywalk , 荃新天地 ," 1 Yeung Uk Road, Tsuen Wan ", 荃灣楊屋道1號 ,39265700,,www.citywalk.com.hk,54
714,shopping-malls, Citygate Outlets , 東薈城名店倉 ," 20 Tat Tung Road, ", 東涌達東路20號 ,21092933,21096607,www.citygateoutlets.com.hk,55
624,shopping-malls, World Trade Centre , 世貿中心 ," 311 Gloucester Road, Causeway Bay ", 銅鑼灣告士打道280號 ,25764121,25776391,www.wtcmore.com,63
623,shopping-malls, Windsor House , 皇室堡 ," 311 Gloucester Road, Causeway Bay ", 銅鑼灣告士打道311號 ,28950668,28811214,www.windsorhouse.hk,64
622,shopping-malls, Western Market , 西港城 ," 323 Des Voeux Road C, Central ", 上環干諾道中323號 ,60292675,26200108,www.westernmarket.com.hk,65
621,shopping-malls, United Centre , 統一中心 ," 95 Queensway, Admiralty ", 金鐘金鐘道95號 ,25284570,28610043,,66
620,shopping-malls, Time Square , 時代廣場 ," 1 Matheson Street, Causeway Bay ", 銅鑼灣勿地臣街1號 ,21188900,21188934,www.timessquare.com.hk,67
619,shopping-malls, Stanley Plaza , 赤柱廣場 ," Carmel Road, Stanley ", 赤柱佳美道 ,28134623,28139041,www.thelinkreit.com/en/shopping/c_stanley.asp,68
618,shopping-malls, Shun Tak Centre , 信德中心 ," 200 Connaught Road, Central ", 上環干諾道中200號 ,25476942,28587121,,69
615,shopping-malls, Queensway Plaza , 金鐘廊 ," 93 Queensway, Admiralty ", 金鐘金鐘道93號 ,25296203,25296207,,70
614,shopping-malls, Prince’s Building , 太子大廈 ," 1A-3 Des Voeux Road, Central ", 中環德士古道1A-3號 ,25240704,25250776,www.centralhk.com,71
613,shopping-malls," Peak Tower, The ", 凌霄閣 , 128 Peak Road. Victoria Peak , 山頂山頂道128號 ,28490608,28496237,www.thepeak.com.hk,72
612,shopping-malls," Peak Galleria, The ", 山頂廣場 , 118 Peak Road. Victoria Peak , 山頂山頂道118號 ,28434113,28495213,www.thepeakgalleria.com,73
611,shopping-malls, Paradise Mall , 杏花新城 ," 100 Shing Tai Street, Heng Fa Chuen, Chai Wan ", 柴灣杏花邨城泰街100號 ,25951010,25951011,www.paradise-mall.com.hk,74
610,shopping-malls, Pacific Place , 太古廣場 ," 88 Queensway,Admiralty ", 金鐘金鐘道88號 ,28448900,29189577,www.pacificplace.com.hk,75
609,shopping-malls, Man Yee Building , 萬宜大廈 ," 60-38 Des Voeux Road, Central ", 中環德輔道中60-68號 ,,,,76
608,shopping-malls, Lee Theatre Plaza , 利舞臺廣場 ," 99 Percival Street, Causeway Bay ", 銅鑼灣波斯富街99號 ,25042781,25042032,www.leegardens.com.hk,77
607,shopping-malls," Lee Gardens, The ", 利園 ," 33 Hysan Avenue, Causeway Bay ", 銅鑼灣希慎道33號 ,29075772,,www.leegardens.com.hk,78
606,shopping-malls," Landmark, The ", 置地廣場 ," 11 Pedder Street, Central ", 中環畢打街11號 ,25254142,25220351,www.hkland.com/commercial_property/hongkong_properties/thelandmark/index.html,79
604,shopping-malls, Laforet , 東角 ," 24-26 East Point Rd, Causeway Bay ", 銅鑼灣東角道24-26號 ,,,www.laforet.hk,80
603,shopping-malls, Island Beverley , 金百利 ," 1 Great George Street, Causeway Bay ", 銅鑼灣記利佐治街1號 ,28522808,,,81
602,shopping-malls, IFC Mall , 國際金融中心商場 ," 1 Harbour View Street, Central ", 中環金融街8號 ,21473538,21473558,www.ifc.com.hk,82
600,shopping-malls, Cityplaza , 太古城中心 第1、2期 ," 18 Taikoo Shing Rd, Taikoo Shing ", 鰂魚涌太古城道18號 ,25688665,25602151,www.cityplaza.com,83
599,shopping-malls, Causeway Place , 銅鑼灣地帶 ," 2-10 Great George Street, Causeway Bay ", 銅鑼灣記利佐治街2-10號 ,,,www.causewayplace.hk,84
598,shopping-malls, Causeway Bay Plaza Phase 2 , 銅鑼灣廣場二期 ," 463-483 Lockhart Rd, Causeway Bay ", 銅鑼灣駱克道463-483號 ,,,,85
595,shopping-malls, Causeway Bay Plaza Phase 1 , 銅鑼灣廣場一期 ," 489 Hennessy Road, Causeway Bay ", 銅鑼灣軒尼斯道489號 ,,,,86
594,shopping-malls, Alexandra House , 歷山大廈 ," 18 Chater Road, Central ", 中環遮打道18號 ,,,www.hkland.com/commercial_property/hongkong_properties/alexandrahouse/index.html,87
593,shopping-malls, Admiralty Centre , 海富中心 ," 18 Harcourt Road, Central ", 金鐘夏愨道18號 ,25284086,28654844,www.mtr.com.hk/eng/properties/urban_lines_admiraltycentre.html,88
